kind,name,people,scripts,verdict,qids
given,Sun,17,Han+Latin,several items share the label,Q124857640 | Q98777267
given,祚,17,Han+Latin,no item — could be created,
given,Yin,17,Han+Latin,several items share the label,Q106918717 | Q96251270
given,瑜,17,Han+Latin,no item — could be created,
given,Paullus,17,Latin,no item — could be created,
given,Guttormsen,17,Latin,no item — could be created,
given,Jules,17,Latin,no item — could be created,
given,Aagesen,17,Latin,no item — could be created,
given,Святославна,17,Cyrillic,no item — could be created,
given,Nasir,17,Latin,no item — could be created,
given,Václav,17,Latin,has an item,Q1602218
given,Abbas,17,Latin,has an item,Q479503
given,Daisy,17,Latin,has an item,Q4472145
given,Feliciano,17,Latin,has an item,Q5858003
given,Ubayd,17,Latin,no item — could be created,
given,عيسى,17,Arabic,no item — could be created,
given,Solano,17,Latin,has an item,Q58525724
given,Hansine,17,Latin,has an item,Q18699334
given,Léon,17,Latin,several items share the label,Q17781870 | Q20000925 | Q37080
given,Ercole,17,Latin,has an item,Q954023
given,Olavsson,17,Latin,no item — could be created,
given,Brynhild,17,Latin,has an item,Q521264
given,Erland,17,Latin,has an item,Q1355252
given,Всеволодовна,17,Cyrillic+Latin,no item — could be created,
given,Ульяна,17,Cyrillic,no item — could be created,
given,Saeed,17,Latin,has an item,Q23049755
given,Ingvar,17,Latin,several items share the label,Q105476720 | Q1663464
given,Sjursson,17,Latin,no item — could be created,
given,Hartmann,17,Latin,has an item,Q1587266
given,Eskild,17,Latin,no item — could be created,
given,Adrienne,17,Latin,several items share the label,Q20853432 | Q377369
given,(Putri,17,Latin,no item — could be created,
given,Julienne,17,Latin,has an item,Q1705088
given,Obadiah,17,Latin,has an item,Q1249281
given,Godfrey,17,Latin,has an item,Q19828531
given,貞子,17,Han,no item — could be created,
given,八重,17,Han,no item — could be created,
given,بكر,17,Arabic,no item — could be created,
given,Ngb,17,Latin,no item — could be created,
given,Persdotter,17,Latin,no item — could be created,
given,寶,17,Han,no item — could be created,
given,Concepción,17,Latin,several items share the label,Q3686044 | Q96323938
given,Girard,17,Latin,has an item,Q27772669
given,Milon,17,Latin,no item — could be created,
given,Giselbert,17,Latin,has an item,Q65120788
given,Rebekka,17,Latin,has an item,Q18571611
given,Sviatoslavich,17,Latin,no item — could be created,
given,Bolko,17,Latin,has an item,Q65259542
given,夫人,17,Han,no item — could be created,
given,Vasak,17,Latin,no item — could be created,
given,Bol,17,Latin,no item — could be created,
given,Ericus,17,Latin,has an item,Q18066804
given,JUANA,17,Latin,has an item,Q10862524
given,Egede,17,Latin,no item — could be created,
given,Endang,17,Latin,no item — could be created,
given,Mstislavich,17,Latin,no item — could be created,
given,Abe,17,Latin,has an item,Q2918456
given,Kusumo,17,Latin,no item — could be created,
given,Oleana,17,Latin,no item — could be created,
given,Berge,17,Latin,has an item,Q30134762
given,Mathissen,17,Latin,no item — could be created,
given,Tale,17,Latin,has an item,Q12005110
given,Piotr,17,Cyrillic+Latin,has an item,Q15897269
given,Conway,17,Latin,has an item,Q16275234
given,Caetana,17,Latin,no item — could be created,
given,直方,17,Han,no item — could be created,
given,Lady,17,Han+Latin,has an item,Q62826991
given,巖,17,Han+Latin,no item — could be created,
given,GRAy,17,Latin,has an item,Q29514598
given,Lazarus,17,Latin,has an item,Q21145110
given,吉,17,Han,no item — could be created,
given,Antão,17,Latin,has an item,Q21286225
given,Eduard,17,Latin,several items share the label,Q110456084 | Q17190238 | Q18031774
given,Semion,17,Latin,has an item,Q25114276
given,Sempronius,17,Latin,has an item,Q114521355
given,Åke,17,Latin,has an item,Q508894
given,Temür,17,Latin,has an item,Q99180252
given,放,17,Han+Latin,no item — could be created,
given,Dudley,17,Latin,has an item,Q13907203
given,遂,17,Han+Latin,no item — could be created,
given,Ragnar,17,Latin,has an item,Q2127308
given,Leão,17,Latin,no item — could be created,
given,Pedersdtr,17,Latin,no item — could be created,
given,sri,17,Latin,no item — could be created,
given,KPH,17,Latin,no item — could be created,
given,(Yuán,17,Han+Latin,no item — could be created,
given,誦,17,Han,no item — could be created,
given,Rara,17,Latin,no item — could be created,
given,Sa'id,17,Latin,no item — could be created,
given,Zhi,17,Han+Latin,several items share the label,Q108613543 | Q110608560 | Q110652923
given,Ji,17,Han+Latin,several items share the label,Q106798020 | Q108503969 | Q110878144
given,Yù,17,Han+Latin,several items share the label,Q105427334 | Q105622495 | Q105623526
given,承,17,Han,no item — could be created,
given,仲文,17,Han,no item — could be created,
given,Manlius,17,Latin,no item — could be created,
given,Nicoline,17,Latin,has an item,Q18691540
given,彬,17,Han,no item — could be created,
given,安世,17,Han,no item — could be created,
given,文舉,17,Han,no item — could be created,
given,汪,17,Han,no item — could be created,
given,Azariah,17,Latin,has an item,Q63984714
given,寓,17,Han,no item — could be created,
given,(Dalem,17,Latin,no item — could be created,
given,Edit,17,Latin,has an item,Q12788170
given,al-Dawla,17,Latin+Modifier,no item — could be created,
given,維,17,Han+Latin,no item — could be created,
given,訓,17,Han,no item — could be created,
given,ثعلبة,17,Arabic,no item — could be created,
given,Swee,17,Latin,no item — could be created,
given,RH.,17,Latin,no item — could be created,
given,Thrace,17,Latin,no item — could be created,
given,Arnfinnson,17,Latin,no item — could be created,
given,(Yǒu,17,Han+Latin,no item — could be created,
given,Taira,17,Latin,no item — could be created,
given,Mauricio,16,Latin,several items share the label,Q18324355 | Q2880923
given,經,16,Han,no item — could be created,
given,Arild,16,Latin,has an item,Q15786788
given,陵,16,Han,no item — could be created,
given,Saint,16,Latin,has an item,Q54232123
given,"""Polly""",16,Latin,no item — could be created,
given,Zoe,16,Latin,several items share the label,Q168233 | Q18131042 | Q18131043
given,Vincenzo,16,Latin,has an item,Q16741113
given,Castro,16,Latin,no item — could be created,
given,Ivarsen,16,Latin,no item — could be created,
given,Denise,16,Latin,has an item,Q1193018
given,Viegas,16,Latin,has an item,Q57828379
given,Torgeir,16,Latin,has an item,Q1584196
given,Ольга,16,Cyrillic+Latin,no item — could be created,
given,Emilio,16,Latin,several items share the label,Q21285771 | Q5371795
given,Aagot,16,Latin,has an item,Q3482557
given,Ermesenda,16,Latin,no item — could be created,
given,Al-Abbas,16,Latin,no item — could be created,
given,Eilev,16,Latin,has an item,Q30147489
given,Arifin,16,Latin,no item — could be created,
given,Willa,16,Latin,has an item,Q20899018
given,Corfitz,16,Latin,has an item,Q105791974
given,Enokson,16,Latin,no item — could be created,
given,Tolleivsen,16,Latin,no item — could be created,
given,«el,16,Latin,no item — could be created,
given,Boleslav,16,Latin,has an item,Q20354469
given,Torbern,16,Latin,has an item,Q35029462
given,López,16,Latin,no item — could be created,
given,Alberta,16,Latin,has an item,Q687536
given,Florencia,16,Latin,has an item,Q21147773
given,Eggert,16,Latin,has an item,Q55375963
given,Ovesen,16,Latin,no item — could be created,
given,Estanislao,16,Latin,has an item,Q19688978
given,Östen,16,Latin,has an item,Q19266574
given,Nagara,16,Latin,no item — could be created,
given,Isakson,16,Latin,no item — could be created,
given,Andi,16,Latin,has an item,Q17486145
given,Maltesdatter,16,Latin,no item — could be created,
given,Sulaeman,16,Latin,no item — could be created,
given,Moniz,16,Latin,no item — could be created,
given,Camillo,16,Latin,has an item,Q20000570
given,Douglas,16,Latin,has an item,Q463035
given,Chéng,16,Han+Latin,several items share the label,Q124811832 | Q125217575 | Q125313959
given,休,16,Han+Latin,no item — could be created,
given,Bendix,16,Latin,has an item,Q21285878
given,Velasquita,16,Latin,has an item,Q122794783
given,Molly,16,Latin,has an item,Q13570373
given,Guilhèm,16,Latin,has an item,Q28048558
given,Bela,16,Latin,several items share the label,Q125334455 | Q13484571 | Q4961627
given,Sabra,16,Latin,no item — could be created,
given,“dit,16,Latin,no item — could be created,
given,Servilia,16,Latin,no item — could be created,
given,Amadeus,16,Latin,has an item,Q685963
given,Fawr,16,Latin,no item — could be created,
given,alias,16,Latin,no item — could be created,
given,Sybilla,16,Latin,has an item,Q65179333
given,Eng,16,Han+Latin,no item — could be created,
given,Caeionius,16,Latin,no item — could be created,
given,Joséphine,16,Latin,several items share the label,Q19689453 | Q666954
given,Santa,16,Latin,has an item,Q16281197
given,Cadell,16,Latin,no item — could be created,
given,Hughes,16,Latin,has an item,Q18324337
given,Garwa,16,Latin,no item — could be created,
given,Marquise,16,Latin,has an item,Q54955789
given,Eliphalet,16,Latin,has an item,Q62083709
given,Taraldson,16,Latin,no item — could be created,
given,Luciano,16,Latin,has an item,Q7296213
given,Karlsdotter,16,Latin,no item — could be created,
given,Hamilton,16,Latin,has an item,Q19818110
given,林,16,Han+Latin,no item — could be created,
given,敬,16,Han+Latin,no item — could be created,
given,道,16,Han+Latin,no item — could be created,
given,Basil,16,Latin,several items share the label,Q4926514 | Q60576346
given,Sergius,16,Latin,has an item,Q20164
given,Raymonde,16,Latin,has an item,Q19362129
given,Ponç,16,Latin,has an item,Q18220941
given,Truid,16,Latin,no item — could be created,
given,Sabinus,16,Latin,has an item,Q7396201
given,Scribonius,16,Latin,no item — could be created,
given,Sanford,16,Latin,has an item,Q7417600
given,Danielsdatter,16,Latin,no item — could be created,
given,Gulbrandsen,16,Latin,no item — could be created,
given,László,16,Latin,several items share the label,Q123847312 | Q15813127
given,Christophersdatter,16,Latin,no item — could be created,
given,Longinus,16,Latin,no item — could be created,
given,Fayette,16,Latin,has an item,Q2664234
given,Slamet,16,Latin,no item — could be created,
given,Hernan,16,Latin,has an item,Q19688586
given,Salih,16,Latin,has an item,Q1509192
given,Kälug,16,Latin,no item — could be created,
given,Christophersen,16,Latin,no item — could be created,
given,Sang,16,Latin,has an item,Q27350540
given,B.R.Ay.,16,Latin,no item — could be created,
given,Arria,16,Latin,has an item,Q80232421
given,Landolfo,16,Latin,has an item,Q54890307
given,Amenemhat,16,Latin,no item — could be created,
given,Hamid,16,Latin,has an item,Q1158457
given,Kristense,16,Latin,no item — could be created,
given,Engebret,16,Latin,has an item,Q11967473
given,Brynildsdatter,16,Latin,no item — could be created,
given,Eskildsen,16,Latin,no item — could be created,
given,Henningsdatter,16,Latin,no item — could be created,
given,Bertelsen,16,Latin,no item — could be created,
given,Bertelsdatter,16,Latin,no item — could be created,
given,Christiernsdatter,16,Latin,no item — could be created,
given,Stella,16,Latin,several items share the label,Q773765 | Q97960571
given,Arnould,16,Latin,has an item,Q26776313
given,籍,16,Han,no item — could be created,
given,重光,16,Han,no item — could be created,
given,春,16,Han,no item — could be created,
given,千,16,Han,no item — could be created,
given,信房,16,Han,no item — could be created,
given,経子,16,Han,no item — could be created,
given,Isidoro,16,Latin,has an item,Q6481011
given,正勝,16,Han,no item — could be created,
given,信政,16,Han,no item — could be created,
given,Retno,16,Latin,no item — could be created,
given,和子,16,Han,no item — could be created,
given,RADEN,16,Latin,no item — could be created,
given,יוחנן,16,Hebrew,no item — could be created,
given,Han,16,Han+Latin,several items share the label,Q106763805 | Q108582536 | Q110732697
given,參,16,Han,no item — could be created,
given,Luitfried,16,Latin,no item — could be created,
given,庸,16,Han,no item — could be created,
given,晃,16,Han,no item — could be created,
given,深,16,Han,no item — could be created,
given,嗣,16,Han,no item — could be created,
given,Lleucu,16,Latin,has an item,Q19008026
given,Floyd,16,Latin,has an item,Q16275854
given,豊,16,Han,no item — could be created,
given,富子,16,Han,no item — could be created,
given,Daniil,16,Latin,has an item,Q40203849
given,Bazyli,16,Latin,has an item,Q19990839
given,Marjorie,16,Latin,has an item,Q1899812
given,Tiridates,16,Latin,no item — could be created,
given,Guat,16,Latin,no item — could be created,
given,Ommundsen,16,Latin,no item — could be created,
given,Bjørnsdtr.,16,Latin,no item — could be created,
given,郁,16,Han,no item — could be created,
given,政,16,Han,no item — could be created,
