orderlife_qid,label,wikidata_qid,geni_id,already_on
Q115662,Gisela,Q24028099,,Q24028099
Q115664,Anna of Constantinople,Q2851340,,Q2851340
Q115666,Charles Constantine of Vienne,Q2311000,,Q2311000
Q115668,Anne de Provence,Q16724475,,Q16724475
Q115670,Rudolph II of Burgundy,Q442257,6000000000701225390,Q442257
Q115672,Willa of Burgundy,Q15730031,,Q15730031
Q115674,Waldrada of Burgundy,Q109544928,,Q109544928
Q115676,"Fulk I, Count of Anjou",Q526100,,Q526100
Q115678,Roscille de Loches,Q3442311,,Q3442311
Q115680,Roscille of Anjou,Q3442308,,Q3442308
Q115682,"Bouchard I, Count of Vendôme",Q1010317,,Q1010317
Q115684,Drogo d'Anjou,Q75246791,,Q75246791
Q115686,Humbert d'Anjou,Q75246803,,Q75246803
Q115688,Adela d'Anjou,Q76183893,,Q76183893
Q115690,Gerberge d'Anjou,Q75243076,6000000004533604973,Q75243076
Q115692,"Gauzlin I, Lord of Maine",Q3023351,,Q3023351
Q115694,"Gauzbert, Count of Maine",Q2343009,,Q2343009
Q115696,Gauzlin II of Maine,Q2344056,,Q2344056
Q115698,"Centule III, Viscount of Béarn",Q2613610,,Q2613610
Q115700,"Boso, Margrave of Tuscany",Q705998,6000000007043482057,Q705998
Q115702,Rotboldo I di Provenza,Q16598869,,Q16598869
Q115704,"Boso I, Count of Provence",Q593394,,Q593394
Q115706,Hugh of Rouergue,Q2506456,,Q2506456
Q115708,"Thuringbert, Count of Hesbaye",Q9363052,,Q9363052
Q115710,Werner IV,Q2540910,,Q2540910
Q115712,Erbio,Q1348375,,Q1348375
Q115716,Ermentrude of Orléans,Q205359,6000000000899942202,Q205359
Q115718,"William, Count of Orléans",Q3779050,,Q3779050
Q115720,"Gebhard, Count of the Lahngau",Q619257,,Q619257
Q115722,Wilhelm Graf von Lahngau,Q76299942,,Q76299942
Q115724,Adélaïde de Bourgogne,Q15973116,,Q15973116
Q115726,Gisela der Franken,Q1925681,,Q1925681
Q115728,Luitfrid II de Sundgau,Q3266936,,Q3266936
Q115730,Liutfrid III of Sundgau,Q24525893,,Q24525893
Q115732,"Liutfried I, Comte de Tours",Q76300589,,Q76300589
Q115734,Roduna von Elsaß,Q76299667,,Q76299667
Q115736,Lothair II of Lotharingia,Q298945,6000000005002217707,Q298945
Q115738,Charles of Provence,Q333802,,Q333802
Q115740,Hiltrude,Q24028010,,Q24028010
Q115742,Bertha,Q23991005,,Q23991005
Q115744,Irmengarde de Germanie,Q3154496,6000000003299280458,Q3154496
Q115746,Gisela,Q24028075,,Q24028075
Q115748,Rotrude,Q3443032,,Q3443032
Q115750,"Welf I, Count of Altdorf",Q694696,,Q694696
Q115752,Rudolph,Q16938913,,Q16938913
Q115754,Hemma,Q235668,,Q235668
Q115756,Conrad Graf von Linzgau,Q75247671,,Q75247671
Q115758,"Edico I, Count of Altdorf",Q75247669,,Q75247669
Q115760,Veringer Graf von Veringen,Q76300752,,Q76300752
Q115762,Bernard I,Q28665586,,Q28665586
Q115764,Guillaume II de Marseille,Q3119940,,Q3119940
Q115766,Etiennette,Q113352119,,Q113352119
Q115768,"Gerberga, Countess of Provence",Q271784,6000000091971269829,Q271784
Q115770,Bertrand II of Provence,Q828593,,Q828593
Q115772,Estefania,Q116004674,,Q116004674
Q115774,Estefania de Besalu,Q102832099,,Q102832099
Q115776,Sicarda,Q112691117,,Q112691117
Q115778,"Roger III, Count of Foix",Q507098,,Q507098
Q115780,Flaín Muñoz,Q5862523,,Q5862523
Q115782,Flaín Fernández,Q5862521,,Q5862521
Q115784,Paio Soares da Maia,Q10343629,,Q10343629
Q115786,Mendo Soares da Maia,Q57611953,,Q57611953
Q115788,Teresa Soares da Maia,Q117797414,,Q117797414
Q115790,Urraca Teles,Q100436898,,Q100436898
Q115792,Monia Goncalves,Q100436881,,Q100436881
Q115794,Gonçalo Mendes da Maia,Q5582327,,Q5582327
Q115796,Egas Gomes de Sousa,Q10271009,,Q10271009
Q115798,Gonçalo Mendes I de Sousa,Q10290579,,Q10290579
Q115800,Soeiro Mendes de Sousa,Q10372898,,Q10372898
Q115802,Garcia Mendes I de Sousa,Q10288306,,Q10288306
Q115804,Chamoa de Sousa,Q110302160,,Q110302160
Q115806,Ermesende of Narbonne,Q21854912,6000000003983345887,Q21854912
Q115808,Pedro Manrique de Lara,Q7159750,6000000001501000813,Q7159750
Q115810,Aimerico Manrique de Lara,Q4697156,,Q4697156
Q115814,Gómez González de Manzanedo,Q5626087,,Q5626087
Q115816,Matilda Elvira Gómez de Manzanedo,Q100436165,,Q100436165
Q115818,Ximenez Gómez de Manzanedo,Q116004659,,Q116004659
Q115820,Agnès de Castella,Q622881,,Q622881
Q115822,María Pérez,Q6004470,,Q6004470
Q115826,Pedro Ansúrez,Q1159977,,Q1159977
Q115828,Eylo Alfonso,Q5853724,,Q5853724
Q115830,Mayor Pérez,Q6007698,6000000012913787639,Q6007698
Q115832,Eilo Alvarez de Minaya,Q101403714,,Q101403714
Q115834,Pedro Rodríguez de Castro,Q16617598,,Q16617598
Q115836,Guterre Rodríguez de Castro,Q10293178,,Q10293178
Q115838,Aldonza Ruiz,Q62018171,,Q62018171
Q115840,Alvaro Rodriguez de Tovar,Q110302500,,Q110302500
Q115842,Rodrigo Martínez,Q7357370,,Q7357370
Q115844,Stephanie Alfonso of Castile,Q7608213,,Q7608213
Q115846,Urraca López de Haro,Q3755340,,Q3755340
Q115848,Diego López II de Haro,Q3027420,6000000003983414674,Q3027420
Q115850,Lope López de Vizcaya,Q123255812,,Q123255812
Q115852,Estefanía López,Q123458227,,Q123458227
Q115854,Rodrigo Vélaz,Q16863311,,Q16863311
Q115856,Vela Gutiérrez,Q15615127,,Q15615127
Q115858,Gonzalo Ansúrez,Q125498899,,Q125498899
Q115860,Sancha Gonzalves,Q116004668,,Q116004668
Q115862,Flaín Éctaz,Q5862526,,Q5862526
Q115864,William III of Forcalquier,Q2050830,,Q2050830
Q115866,Q56006624,Q56006624,,Q56006624
Q115868,"Hilduin III, Count of Montdidier",Q10295569,,Q10295569
Q115870,Hugh I of Roucy,Q3142613,,Q3142613
Q115872,Mabel de Roucy,Q15649564,,Q15649564
Q115874,"Geoffrey II, Count of Perche",Q2021689,6000000000437438881,Q2021689
Q115876,"Rotrou III, Count of Perche",Q365872,,Q365872
Q115878,Marguerite du Perche,Q18606566,,Q18606566
Q115880,Juliette du Perche,Q3189791,,Q3189791
Q115882,Maud de Perche,Q75241548,,Q75241548
Q115884,"Hugh I, Count of Clermont-en-Beauvaisis",Q28407393,,Q28407393
Q115886,"Renaud II, Count of Clermont",Q326096,,Q326096
Q115888,Alice de Clermont,Q18669672,,Q18669672
Q115890,Ermentrude of Claremont,Q61747802,,Q61747802
Q115892,Richilde de Clermont,Q111397824,,Q111397824
Q115894,Beatrix de Clermont,Q111397827,,Q111397827
Q115896,Adelisa,Q58672246,,Q58672246
Q115898,Alix of Roucy-Ramerupt,Q58672035,,Q58672035
Q115900,Ebles of Ramerupt,Q58684914,,Q58684914
Q115902,daughter of André of Ramerupt,Q116007371,,Q116007371
Q115904,Geoffroy de Guise,Q58673840,,Q58673840
Q115906,Gauthier of Ath,Q58673925,,Q58673925
Q115908,Diederik van Avesnes,Q3371587,,Q3371587
Q115910,Ida van Ath,Q105983219,,Q105983219
Q115912,"Guy de Guise, Sire de Guise et de Lescières",Q110520547,,Q110520547
Q115914,Beatrice d'Ath,Q76322746,,Q76322746
Q115916,Arnold I of Chiny,Q2578776,6000000003051199594,Q2578776
Q115918,"Otto II, Count of Chiny",Q24962987,6000000003146957164,Q24962987
Q115920,Conon dit Falcon de La Sarraz,Q105805429,,Q105805429
Q115922,Ebal I,Q105805428,,Q105805428
Q115924,Dulce of Aragon,Q283312,6000000000728299766,Q283312
Q115926,Alfonso II of Aragon,Q299156,6000000000125864381,Q299156
Q115928,Peter of Barcelona,Q7177912,,Q7177912
Q115930,"Sancho, Count of Provence",Q940156,,Q940156
Q115932,"Ramon Berenguer III, Count of Provence",Q918950,,Q918950
Q115934,Hug III d'Empúries,Q2834394,,Q2834394
Q115936,"Peter I, Viscount of Béarn",Q2399067,,Q2399067
Q115938,Gerberge,Q100438796,,Q100438796
Q115940,Arduino II d'Ivrea,Q1168158,,Q1168158
Q115942,Bertrand-Raimbaud d'Orange,Q2899418,,Q2899418
Q115944,Herleva,Q259110,6000000009437997026,Q259110
Q115946,"Odo, Earl of Kent",Q49961,6000000009437177160,Q49961
Q115948,"Robert, Count of Mortain",Q724235,6000000009967802867,Q724235
Q115950,Adelaide of Normandy,Q2415527,6000000003146107101,Q2415527
Q115952,Matilda of Flanders,Q391944,6000000009432318518,Q391944
Q115954,Robert Curthose,Q220994,5364986739170034579,Q220994
Q115956,Richard of Normandy,Q3498141,,Q3498141
Q115958,William II of England,Q102005,5365042495540103778,Q102005
Q115960,Adeliza,Q45465,,Q45465
Q115962,Constance of Normandy,Q2994836,,Q2994836
Q115964,Adela of Normandy,Q237886,6000000003051107855,Q237886
Q115966,Henry I of England,Q101384,6000000000559404221,Q101384
Q115968,Agatha of Normandy,Q62978447,,Q62978447
Q115970,Matilda of Normandy,Q62978706,,Q62978706
Q115972,Cecilia of Normandy,Q2120325,6000000001142223681,Q2120325
Q115974,Theobald of Châlon,Q1919830,,Q1919830
Q115976,Adelaide of Châlon,Q2192927,,Q2192927
Q115978,Al-Mu'tamid ibn Abbad,Q299578,6000000003493151484,Q299578
Q115980,Regina von Oltigen,Q117353908,,Q117353908
Q115982,"William II, Count of Burgundy",Q2065822,,Q2065822
Q115984,"Umberto II, Count of Savoy",Q553289,,Q553289
Q115986,"Rainier, Marquess of Montferrat",Q616222,,Q616222
Q115988,"Amadeus III, Count of Savoy",Q451940,6000000000437044109,Q451940
Q115990,Adelaide of Maurienne,Q230561,6000000005587789441,Q230561
Q115992,"William V, Marquess of Montferrat",Q778149,,Q778149
Q115994,Agnes di Savoia,Q75903033,,Q75903033
Q115996,Johanna van Monferrat,Q25668143,,Q25668143
Q115998,Faydide d'Uzès,Q76174308,6000000001142236549,Q76174308
Q116000,"Raymond V, Count of Toulouse",Q478057,6000000000665490559,Q478057
Q116002,Alphonse of Toulouse,Q4063660,,Q4063660
Q116004,Faidiva of Toulouse,Q5429645,,Q5429645
Q116006,Laurence of Toulouse,Q75386741,,Q75386741
Q116008,"Elvira Osórez, Señora de Lemos y de Sárria",Q110302146,,Q110302146
Q116010,Gonzalo Osorio,Q110302206,,Q110302206
Q116012,Bermudo Pérez de Traba,Q15728413,,Q15728413
Q116014,Fernando Bermudez de Traba,Q58468027,,Q58468027
Q116016,Teresa Bermudez de Traba,Q111457133,,Q111457133
Q116018,Sancha Bermudez de Traba,Q56351221,,Q56351221
Q116020,Fernão Mendes II de Bragança,Q48866771,,Q48866771
Q116022,Velasco Sanchez de Celanova,Q17318413,,Q17318413
Q116024,Froille Sanchez de Celanova,Q57203936,,Q57203936
Q116026,Urraca Sanchez de Celanova,Q57241370,,Q57241370
Q116028,Henry of Portugal,Q10294700,,Q10294700
Q116030,Urraca of Portugal,Q2406584,,Q2406584
Q116032,Theresa of Portugal,Q1703679,,Q1703679
Q116034,Fernando Afonso of Portugal,Q727203,,Q727203
Q116036,Pedro Afonso,Q17000554,,Q17000554
Q116038,Mafalda of Portugal,Q2600808,,Q2600808
Q116040,Sancha of Portugal I,Q44059726,,Q44059726
Q116042,Urraca Afonso of Portugal,Q57040059,,Q57040059
Q116044,Fernando Perez de Traba,Q3327207,,Q3327207
Q116048,Ferdinand II of León,Q316768,5271489662630023717,Q316768
Q116050,Fernando Núñez de Lara,Q5444850,,Q5444850
Q116052,Álvaro Núñez de Lara,Q8076733,,Q8076733
Q116054,Gonzalo Núñez de Lara y Traba,Q16572137,,Q16572137
Q116056,Fernando de León,Q5860483,,Q5860483
Q116058,"Richeza of Poland, Queen of Castile",Q80692,6000000000156317517,Q80692
Q116060,Sancho III of Castile,Q315076,6000000000632030029,Q315076
Q116062,Constance of León,Q231769,,Q231769
Q116064,"Sancha of Castile, Queen of Navarre",Q939696,,Q939696
Q116066,"Sancha of Castile, Queen of Aragon",Q296003,6000000002043258381,Q296003
Q116068,Garcia of Castile,Q5875347,,Q5875347
Q116070,Alfonso of Castile,Q5667335,,Q5667335
Q116072,Ferdinand of Castille,Q5860449,,Q5860449
Q116074,Garcia Pérez de Traba,Q123473022,,Q123473022
Q116076,Guiomar Alonso,Q116004444,,Q116004444
Q116078,"Leonor Fernandez, Señora de Mendivil, Martioda, Escarrona y Cueto",Q116004439,,Q116004439
Q116080,Roger I of Sicily,Q315297,6000000000559573962,Q315297
Q116082,Adelaide del Vasto,Q51000,6000000019664175125,Q51000
Q116084,Flandina of Hauteville,Q3746387,,Q3746387
Q116086,Judith of Hauteville,Q3769176,,Q3769176
Q116088,Maximilla di Altavilla,Q3851874,,Q3851874
Q116090,Muriella di Altavilla,Q3867407,,Q3867407
Q116092,Felicia of Sicily,Q271506,367972467880002240,Q271506
Q116094,Simon of Sicily,Q367439,,Q367439
Q116096,"Mauger, Count of Troina",Q375881,6000000031948876151,Q375881
Q116098,Geoffrey of Ragusa,Q1747137,,Q1747137
Q116100,Jordan of Hauteville,Q1770552,6000000031950887029,Q1770552
Q116102,Sibylla of Burgundy,Q269917,,Q269917
Q116104,Beatrice of Rethel,Q178502,,Q178502
Q116106,Costanza I of Sicily,Q170335,6000000001544446082,Q170335
Q116108,"Simon, Prince of Taranto",Q1130766,,Q1130766
Q116110,Isabelle de Champagne,Q75927089,,Q75927089
Q116112,"Tancred, King of Sicily",Q468653,,Q468653
Q116114,William II of Sicily,Q367387,,Q367387
Q116116,"Roger IV, Duke of Apulia",Q2109650,6000000020652487080,Q2109650
Q116118,"Robert III, Prince of Capua",Q2109644,,Q2109644
Q116120,"Henry, Prince of Capua",Q2109627,,Q2109627
Q116122,Matina di Sicilia,Q76346878,,Q76346878
Q116124,Robert I of Loritello,Q1402705,,Q1402705
Q116126,"Gozzelino, Conte di Loreto",Q76346867,,Q76346867
Q116128,Robert III of Loritello,Q1169730,,Q1169730
Q116130,"Maria de Urgel, señora de Almenara",Q123255773,,Q123255773
Q116132,Lope Ferrench I de Luna,Q11933901,,Q11933901
Q116134,Gome de Luna,Q11925077,,Q11925077
Q116136,Thiberge de Limoges,Q17640000,,Q17640000
Q116138,Étienne III,Q65129824,,Q65129824
Q116140,Adelaide,Q110578328,,Q110578328
Q116142,Boso II of Arles,Q782238,,Q782238
Q116144,Constança de Viena,Q2994830,,Q2994830
Q116146,Matilda de Montgomery,Q56037077,6000000078815222423,Q56037077
Q116148,"William, Count of Mortain",Q960130,,Q960130
Q116150,Denise de Mortain,Q18607712,,Q18607712
Q116152,Judith d'Evreux,Q3769175,6000000003827587039,Q3769175
Q116154,"Robert I, Count of Eu",Q631142,,Q631142
Q116156,Pons,Q560939,,Q560939
Q116158,"Diego Alvarez, Señor de Oca",Q101403638,,Q101403638
Q116160,Toda,Q101403648,,Q101403648
Q116162,a Nibelungid woman,Q23013349,,Q23013349
Q116164,"Pepin, Count of Senlis",Q3242513,,Q3242513
Q116166,Bernard of Laon,Q2258647,,Q2258647
Q116168,Bertha of Morvois,Q827769,,Q827769
Q116170,Cunegonde von Vermandois,Q76300774,,Q76300774
Q116172,Hugh the Black,Q551518,,Q551518
Q116174,Alfred the Great,Q83476,3967262167710039627,Q83476
Q116176,Ealhswith,Q242670,6000000006103447029,Q242670
Q116178,"Ælfthryth, Countess of Flanders",Q1470395,6000000003300400465,Q1470395
Q116180,Æthelgifu,Q20056428,,Q20056428
Q116182,Æthelweard,Q4418392,,Q4418392
Q116184,Æthelflæd,Q235250,4190875500120027949,Q235250
Q116186,Ecgwynn,Q3499686,,Q3499686
Q116188,Eadgifu of Kent,Q3433685,,Q3433685
Q116190,Edred of England,Q191767,,Q191767
Q116192,Eadburh of Winchester,Q1566214,,Q1566214
Q116194,Alfred,Q75382139,,Q75382139
Q116196,Eadgifu,Q75382363,,Q75382363
Q116198,Eadflæd,Q75382376,,Q75382376
Q116200,Æthelhilda (?),Q75382378,,Q75382378
Q116202,Elfleda (?),Q75386583,,Q75386583
Q116204,Ethelfleda,Q75386585,,Q75386585
Q116206,Æthelhelm,Q56368082,,Q56368082
Q116208,Elswitha (?),Q75386575,,Q75386575
Q116210,Roricon of Laon,Q20444264,,Q20444264
Q116212,Haakon the Good,Q314477,6000000003243418287,Q314477
Q116214,Ælfgifu of Shaftesbury,Q2278338,,Q2278338
Q116216,Æthelflæd of Damerham,Q4129783,6000000000138405383,Q4129783
Q116218,Eadwig,Q191203,6000000002275410578,Q191203
Q116220,Edgar of England,Q192925,4286118427370035651,Q192925
Q116223,Sitric Cáech,Q3106272,6000000000350888826,Q3106272
Q116225,Aralt mac Sitric,Q10856742,,Q10856742
Q116227,Amlaíb Cuarán,Q259114,6000000003645985234,Q259114
Q116229,"Eberhard, Count of Norgau",Q75468903,,Q75468903
Q116231,"Hugh I, Count of Maine",Q2033094,,Q2033094
Q116233,Rothildis of Bouxières,Q131412942,,Q131412942
Q116235,Lothar the Lame,Q1767930,6000000006727924084,Q1767930
Q116237,Charles the Child,Q546611,,Q546611
Q116239,Carloman,Q973695,,Q973695
Q116241,Drogo,Q24198459,,Q24198459
Q116243,Pippin,Q24198464,6000000002187857781,Q24198464
Q116245,Charles,Q24198470,,Q24198470
Q116247,Ermentrude,Q24198399,,Q24198399
Q116249,Hildegard,Q24198424,,Q24198424
Q116251,Gisela,Q24198437,,Q24198437
Q116253,Rotrude,Q24198455,,Q24198455
Q116255,"Liudolf, Duke of Saxony",Q437974,6000000051390041834,Q437974
Q116257,Oda of Billung,Q11993048,,Q11993048
Q116259,Liutgard of Saxony,Q265921,6000000002238160738,Q265921
Q116261,Gerberga I,Q536873,,Q536873
Q116263,Hathumod,Q536995,6000000079935903870,Q536995
Q116265,Thankmar,Q1553778,,Q1553778
Q116267,"Bruno, Duke of Saxony",Q590568,,Q590568
Q116269,Christina I,Q21779580,,Q21779580
Q116271,Liudolf von Sachsen Graf in Nordthüringen,Q76300339,,Q76300339
Q116273,Irminburg,Q117713961,,Q117713961
Q116275,Henry of Franconia,Q697391,,Q697391
Q116277,Ingeltrud,Q1662981,,Q1662981
Q116279,Gerard of Metz,Q1928688,6000000092625553891,Q1928688
Q116281,Zwentibold,Q243872,,Q243872
Q116283,Oda of Metz,Q2449216,,Q2449216
Q116285,Wichfrid,Q1867680,,Q1867680
Q116287,"Godfrey, Count Palatine of Lotharingia",Q835242,,Q835242
Q116289,Benedetta,Q24039101,,Q24039101
Q116291,Cecilia,Q24039102,,Q24039102
Q116293,Relenda,Q130711682,,Q130711682
Q116295,Erwin von Merseburg,Q19279325,,Q19279325
Q116297,Reginbern,Q56273569,,Q56273569
Q116299,Mathilde,Q56273571,,Q56273571
Q116301,Siegfried Markgraf von Brandenburg,Q75449724,,Q75449724
Q116303,Frederuna,Q117981880,,Q117981880
Q116305,Godfrid Haraldsson,Q1539228,,Q1539228
Q116307,wife of Godfrid Haraldsson,Q76299356,,Q76299356
Q116309,Hildegarde of France,Q14920302,,Q14920302
Q116311,Reginar I Longneck,Q206774,6000000007324231598,Q206774
Q116313,"Reginar II, Count of Hainaut",Q735666,6000000002043195442,Q735666
Q116315,Emma of Italy,Q261883,,Q261883
Q116317,Arnulf,Q697789,,Q697789
Q116319,Otto of Rheims,Q75384676,,Q75384676
Q116321,Richard des Francs,Q75384674,,Q75384674
Q116323,Mathilde de Bourgogne,Q76065625,,Q76065625
Q116325,"Otto II , Duke of Lower Lorraine",Q699248,,Q699248
Q116327,Gerberga of Lower Lorraine,Q2195469,6000000001669662405,Q2195469
Q116329,Louis of Lower Lorraine,Q1752929,,Q1752929
Q116331,Ermengarde of Lower Lotharingia,Q990836,,Q990836
Q116333,"Arnulf, Duke of Bavaria",Q370791,6000000009432695323,Q370791
Q116335,Judith of Friaul,Q1454470,,Q1454470
Q116337,"Eberhard, Duke of Bavaria",Q64276,,Q64276
Q116339,Arnulf of Bavaria,Q476315,,Q476315
Q116341,Berthold of Schweinfurt,Q73310,,Q73310
Q116343,"Henry II, Holy Roman Emperor",Q103556,4310105748700020120,Q103556
Q116345,Gisela of Hungary,Q232039,,Q232039
Q116347,Bruno of Augsburg,Q460802,,Q460802
Q116349,Brigitta of Bavaria,Q76009548,,Q76009548
Q116351,Arnoldo di Sassoni,Q64763457,,Q64763457
Q116353,"Burchard III, Duke of Swabia",Q62999,,Q62999
Q116355,Bertha of Swabia,Q270395,,Q270395
Q116359,Burchard I of Lyon,Q2928307,,Q2928307
Q116361,Lothair II of Italy,Q364485,,Q364485
Q116363,"Conrad, Duke of Lorraine",Q455559,,Q455559
Q116365,"Otto I, Duke of Carinthia",Q681146,6000000001210422424,Q681146
Q116367,Ida von Schwaben,Q25487193,,Q25487193
Q116369,"Otto I, Duke of Swabia and Bavaria",Q704896,6000000009101403874,Q704896
Q116371,Mathilda of Essen,Q469926,,Q469926
Q116373,Theophanu,Q464081,,Q464081
Q116375,Sophia I,Q469760,,Q469760
Q116377,Adelaide I,Q354673,,Q354673
Q116379,"Matilda of Germany, Countess Palatine of Lotharingia",Q469587,,Q469587
Q116381,Otto III,Q151090,6000000003439632313,Q151090
Q116383,Conrad I,Q704902,6000000009783557218,Q704902
Q116385,Itha of Öhningen,Q61564626,,Q61564626
Q116387,Bernard of Senlis,Q3638819,,Q3638819
Q116389,Asperleng of Pîtres,Q13557325,,Q13557325
Q116391,Albereda,Q111452982,,Q111452982
Q116393,Eremburge de Caux,Q113874519,,Q113874519
Q116395,John of Avranches,Q3175222,,Q3175222
Q116397,Hugues d'Ivry,Q3142692,,Q3142692
Q116399,Emma d'Ivry,Q56313106,,Q56313106
Q116401,father of Gunnora,Q75494315,,Q75494315
Q116403,Herfast de Crepon,Q24969584,,Q24969584
Q116405,Wewa de Crépon,Q69293331,,Q69293331
Q116407,Papia of Envermeu,Q4971843,,Q4971843
Q116409,Estrid Svendsdatter,Q2981947,6000000000351011235,Q2981947
Q116411,William de Féchamp,Q75384609,6000000011851507259,Q75384609
Q116413,Matilda de Normandie,Q75586817,,Q75586817
Q116415,Herleva (?),Q76346804,,Q76346804
Q116417,Ralph de Gacé,Q1723413,,Q1723413
Q116419,"Richard, Count of Évreux",Q1770485,,Q1770485
Q116421,William d'Évreux,Q8020741,,Q8020741
Q116423,Herleva,Q61807767,,Q61807767
Q116425,Germaine de Corbeil,Q75247563,,Q75247563
Q116427,Hamon Dentatus,Q16840935,,Q16840935
Q116429,William Werlenc,Q3119882,,Q3119882
Q116431,Waldonius de Saint-Clair,Q133085529,,Q133085529
Q116433,Æthelred the Unready,Q183499,,Q183499
Q116435,daughter of Emma of Normandy,Q75386640,,Q75386640
Q116437,"Geoffrey I, Duke of Brittany",Q465187,6000000002447185479,Q465187
Q116439,"Alan III, Duke of Brittany",Q465203,,Q465203
Q116441,"Odo, Count of Penthièvre",Q2441684,6000000002080654919,Q2441684
Q116443,Adela of Rennes,Q75384599,,Q75384599
Q116445,Evenus de Bretagne,Q75288449,,Q75288449
Q116447,wife of Richard I of Normandy,Q110578320,,Q110578320
Q116449,Lesceline de Pont-Audemer,Q61883175,,Q61883175
Q116451,William Busac,Q2708534,,Q2708534
Q116453,"Hugo d'Eu, Bishop of Lisieux",Q1636077,,Q1636077
Q116455,Pons FitzWilliam,Q75384595,,Q75384595
Q116457,Armand d'Eu,Q76346688,,Q76346688
Q116459,Tancred of Hauteville,Q26731,,Q26731
Q116461,William Iron Arm,Q559539,6000000002322298383,Q559539
Q116463,Drogo of Hauteville,Q426192,6000000002322298394,Q426192
Q116465,Humphrey of Hauteville,Q982697,,Q982697
Q116467,Geoffrey of Hauteville,Q1581954,,Q1581954
Q116469,Serlo I of Hauteville,Q3957909,,Q3957909
Q116471,Béatrice de Hauteville,Q76346686,,Q76346686
Q116473,William of the Principate,Q1527378,6000000002187891758,Q1527378
Q116475,Mauger of Hauteville,Q1421480,,Q1421480
Q116477,Fredesenda de Hauteville,Q76346759,,Q76346759
Q116479,Humbert de Hauteville,Q111306964,,Q111306964
Q116481,son of unknown (?),Q75265818,,Q75265818
Q116483,"Ebles I, Viscount of Turenne",Q10269930,,Q10269930
Q116485,Guilherme I de Turenne,Q18275552,,Q18275552
Q116487,"Archambaud II, Vicomte de Comborn",Q115434413,,Q115434413
Q116489,Gilbert de Saint-Valery,Q116983391,,Q116983391
Q116491,Bernard de St.Valéry,Q116983467,,Q116983467
Q116493,Richard de Hugleville,Q116983505,,Q116983505
Q116495,"wife of Geoffrey, Count of Eu",Q110586110,,Q110586110
Q116497,"Gilbert, Count of Brionne",Q1378618,6000000026716311335,Q1378618
Q116499,Sigebert,Q57975309,,Q57975309
Q116501,Mathilde von Lothringen,Q76208376,,Q76208376
Q116503,Ermentrude of France,Q48735,,Q48735
Q116505,Richwin,Q2151513,,Q2151513
Q116507,Hedwig of Nordgau,Q3622064,6000000002979969991,Q3622064
Q116509,"Henry V, Duke of Bavaria",Q328391,,Q328391
Q116511,Frederick of Luxembourg,Q688842,,Q688842
Q116513,Theodoric II of Luxemburg,Q1223830,,Q1223830
Q116515,Cunigunde of Luxembourg,Q61620,,Q61620
Q116517,Lutgardis of Luxemburg,Q2670053,6000000000700873631,Q2670053
