token	ja	zh	ko	note
Kourei-tenno	孝霊天皇	孝灵天皇	쿠레이텐노	Emperor Korei; Japanese, not transliterated
Kovstrup	コヴストルプ	科夫斯特鲁普	콥스트루프	by rule
Kow	コヴ	科夫	코우	by rule
Kozol	コゾル	科佐尔	코졸	by rule
KP.	クプ	克普	크프	by rule
KPA	クパ	克帕	크파	by rule
KPH	クプ	克普	크프	by rule
KPTA	クプタ	克普塔	크프타	by rule
Krabbe	クラベ	克拉贝	크라베	by rule
Krageholm	クラゲホルム	克拉盖霍尔姆	크라게홀므	by rule
Kragh	クラグ	克拉格	크락	by rule
Kraichgau	クライクガウ	克拉伊克加乌	크라이츠가우	by rule
Kram	クラム	克拉姆	크람	by rule
Kramer	クレイマー	克拉梅尔	크라메르	attested on Wikidata (ja 7x, zh 0x)
Kramm	クラム	克拉姆	크람므	by rule
Kranichfeld	クラニクフェルド	克拉尼克费尔德	크라니츠펠드	by rule
Kraton	クラトン	克拉通	크라톤	by rule
Krause	クラウゼ	克拉乌塞	크라우세	attested on Wikidata (ja 4x)
Krenkerup	クレンケルプ	克伦凯鲁普	크렌케루프	by rule
Kresson	クレソン	克雷松	크레손	composed by rule: Kre + -sson
Krg.	クルグ	克尔格	크르그	by rule
Kringlebotten	クリングレボテン	克林莱博滕	크링레보텐	by rule
Krishna	クリシュナ	克里斯纳	크리스나	attested on Wikidata (ja 5x, zh 0x)
Krishnan	クリスナン	克里斯南	크리스난	by rule
Krisjahbana	クリシャバナ	克里沙巴纳	크리사흐바나	by rule
Krisnawati	クリスナヴァティ	克里斯纳瓦蒂	크리스나와티	by rule
Krissi	クリシ	克里西	크리시	by rule
Kristen	クリステン	克丽丝滕	크리스텐	attested on Wikidata (ja 8x, zh 3x)
Kristensdatter	クリステンスダッテル	克里斯滕斯达特	크리스텐스다테르	composed by rule: Kristens + -datter
Kristensen	クリステンセン	克丽丝滕森	크리스텐센	composed: Kristen + -sen
Kristenson	クリステンソン	克丽丝滕松	크리스텐손	composed: Kristen + -son
Kristensson	クリステンソン	克里斯特恩松	크리스텐손	composed: Kristen + -sson
Krister	クリステル	克里斯特尔	크리스테르	by rule
Kristi	クリスティ	克里斯蒂	크리스티	by rule
Kristian	クリスチャン	克里斯蒂安	크리스티안	attested on Wikidata (ja 9x, zh 5x)
Kristiandatter	クリスチャンダッテル	克里斯蒂安达特	크리스티안다테르	composed: Kristian + -datter
Kristiansdatter	クリスティアンスダッテル	克里斯蒂安斯达特	크리스티안스다테르	composed by rule: Kristians + -datter
Kristiansdotter	クリスティアンスドッテル	克里斯蒂安斯多特	크리스티안스도테르	composed by rule: Kristians + -dotter
Kristiansdtr.	クリスティアンスダッテル	克里斯蒂安斯达特	크리스티안스드트르	composed by rule: Kristians + -dtr.
Kristiansen	クリスチャンセン	克里斯蒂安森	크리스티안센	attested on Wikidata (ja 2x, zh 2x)
Kristianson	クリスティアンソン	克里斯蒂安松	크리스티안손	composed: Kristian + -son
Kristien	クリスティエン	克里斯蒂恩	크리스티엔	by rule
Kristin	クリスティン	克丽斯廷	크리스틴	attested on Wikidata (ja 12x, zh 3x)
Kristina	クリスティーナ	克里斯蒂娜	크리스티나	
Kristine	クリスティン	克丽丝汀	크리스티네	attested on Wikidata (ja 3x)
Kristinehov	クリスティネホヴ	克里斯蒂内霍夫	크리스티네홉	by rule
Kristofer	クリストファー	克里斯托费尔	크리스토페르	attested on Wikidata (ja 2x)
Kristoffer	クリストファー	克里斯托弗	크리스토페르	attested on Wikidata (ja 3x, zh 5x)
Kristoffersdatter	クリストッフェシュダッテル	克里斯托弗斯达特	크리스토페르스다테르	patronymic, daughter
Kristoffersdotter	クリストフェルスドッテル	克里斯托费尔斯多特	크리스토페르스도테르	composed by rule: Kristoffers + -dotter
Kristoffersen	クリストフェルセン	克里斯托费尔森	크리스토페르센	composed by rule: Kristoffer + -sen
Kristofferson	クリストファーソン	克里斯托费尔松	크리스토페르손	attested on Wikidata (ja 2x)
Kristofferssen	クリストフェルセン	克里斯托费尔森	크리스토페르센	composed by rule: Kristoffer + -ssen
Kristoffersson	クリストフェルソン	克里斯托费尔松	크리스토페르손	composed by rule: Kristoffer + -sson
KRMAA	クルモー	克尔莫	크르마아	by rule
KRMH	クルム	克尔姆	크르므흐	by rule
KRMH.	クルム	克尔姆	크르므흐	by rule
KRMT	クルムト	克尔姆特	크르므트	by rule
KRMTA	クルムタ	克尔姆塔	크르므타	by rule
KRMTH	クルムト	克尔姆特	크르므트	by rule
KROESOS	クロエソス	克罗埃索斯	크뢰소스	by rule
Kroesus	クロエスス	克罗埃苏斯	크뢰수스	by rule
Krog	クローク	克罗格	크록	attested on Wikidata (ja 2x, zh 0x)
Krogh	クログ	克罗	크록	attested on Wikidata (ja 0x, zh 2x)
Krognos	クログノス	克罗格诺斯	크록노스	by rule
Krogsgård	クログスゴールド	克罗格斯戈尔德	크록스고르드	by rule
Krogstad	クログスタド	克罗格斯塔德	크록스타드	by rule
Krok	クロク	克罗克	크로크	by rule
Kronenbolt	クロネンボルト	克罗嫩博尔特	크로넨볼트	by rule
Krook	クロオク	克罗奥克	크루크	by rule
Kropinsky	クロピンスキ	克罗平斯基	크로핀스키	by rule
Krosby	クロスビ	克罗斯比	크로스비	by rule
Krownchi	クロヴンキ	克罗夫恩基	크로우느치	by rule
Kruiningen	クルイニンゲン	克鲁伊宁根	크뤼니엔	by rule
Krumbach	クルムバク	克鲁姆巴克	크룸바츠	by rule
Krummedige	クルメディゲ	克鲁梅迪盖	크룸메디게	by rule
Krumpen	クルムペン	克鲁姆彭	크룸펜	by rule
Kruse	クルセ	克鲁塞	크루세	by rule
Krutsfeldt	クルトスフェルドト	克鲁特斯费尔德特	크루츠펠드트	by rule
Kruuse	クルウセ	克鲁乌塞	크루우세	by rule
Kröger	クロゲル	克罗盖尔	크뢰게르	by rule
Kt.	クト	克特	크트	by rule
Kuan	クアン	库安	콴	by rule
Kuang	クアング	库安	쾅	by rule
Kubro	クブロ	库布罗	쿠브로	by rule
Kudus	クドス	库杜斯	쿠두스	by rule
Kugelberg	クゲルベルグ	库盖尔贝尔格	쿠겔베르그	by rule
Kugelhielm	クゲルヒエルム	库盖尔希埃尔姆	쿠겔히엘므	by rule
Kuh-Arif	クアリフ	库阿里夫	쿠하리프	by rule
Kuhns	クンス	库恩斯	쿠흐느스	by rule
Kui	クイ	库伊	퀴	by rule
Kujavia	クヤヴィア	库雅维阿	쿠자비아	by rule
Kujo	クヨ	库约	쿠조	by rule
Kule	クレ	库莱	쿠레	by rule
Kulhanek	クルハネク	库尔哈内克	쿨하네크	by rule
Kullberg	クルベルグ	库尔贝尔格	쿨르베르그	by rule
Kulp	クルプ	库尔普	쿨프	by rule
Kultimo	クルティモ	库尔蒂莫	쿨티모	by rule
Kumar	クマール	库马尔	쿠마르	attested on Wikidata (ja 7x, zh 5x)
KUMARA	クマラ	库马拉	쿠마라	by rule
Kumo	クモ	库莫	쿠모	by rule
Kun	クン	昆	쿤	by rule
kun	クン	昆	쿤	by rule
Kuncheck	クンケク	昆凯克	쿤체크	by rule
Kundor	クンドル	昆多尔	쿤도르	by rule
Kung	クング	昆	쿵	by rule
Kuning	クニング	库宁	쿠닝	by rule
Kunisuke	クニスケ	库尼苏凯	쿠니수케	by rule
Kunto	クント	昆托	쿤토	by rule
Kuo	クオ	库奥	쿼	by rule
Kurisu	クリス	库里苏	쿠리수	by rule
Kurland	クルランド	库尔兰德	쿠르란드	by rule
Kuroda	クロダ	库罗达	쿠로다	by rule
Kursky	クルスキ	库尔斯基	쿠르스키	by rule
Kurt	クルト	库尔特	쿠르트	by rule
Kurt-Ole	クルトオレ	库尔特奥莱	쿠르토레	by rule
Kusdiono	クスディオノ	库斯迪奥诺	쿠스디오노	by rule
Kuse	クセ	库塞	쿠세	by rule
Kusel	クセル	库塞尔	쿠셀	by rule
Kusno	クスノ	库斯诺	쿠스노	by rule
Kustaa	クストー	库斯托	쿠스타아	by rule
Kustaanpoika	クストーンポイカ	库斯通波伊卡	쿠스타안포이카	by rule
Kusugiya	クスギヤ	库苏吉雅	쿠수기야	by rule
Kusuma	クスマ	库苏马	쿠수마	by rule
Kusumah	クスマ	库苏马	쿠수마흐	by rule
Kusumalaya	クスマラヤ	库苏马拉雅	쿠수마라야	by rule
KUSUMANINGTYAS	クスマニングティアス	库苏马宁蒂阿斯	쿠수마닝탸스	by rule
Kusumastuti	クスマストティ	库苏马斯图蒂	쿠수마스투티	by rule
Kusumawangsa	クスマヴァングサ	库苏马万萨	쿠수마와으사	by rule
Kusumawaningyun	クスマヴァニンギウン	库苏马瓦宁吉温	쿠수마와니윤	by rule
Kusumayuda	クスマユダ	库苏马尤达	쿠수마유다	by rule
Kusumo	クスモ	库苏莫	쿠수모	by rule
Kusumodirdjo	クスモディルドヨ	库苏莫迪尔德约	쿠수모디르조	by rule
KUSUMOHADIPRODJO	クスモハディプロドヨ	库苏莫哈迪普罗德约	쿠수모하디프로조	by rule
Kusumowiro	クスモヴィロ	库苏莫维罗	쿠수모위로	by rule
KUSUMOYUDHO	クスモユドホ	库苏莫尤德霍	쿠수모유드호	by rule
Kut	クト	库特	쿠트	by rule
Kutamangu	クタマング	库塔曼古	쿠타마우	by rule
kutryggige	クトリギゲ	库特里吉盖	쿠트리기게	by rule
Kutscher	クトシェル	库特谢尔	쿠츠체르	by rule
Kuvung	クヴング	库文	쿠붕	by rule
Kuwu	クヴ	库武	쿠우우	by rule
Kuyavia	クヤヴィア	库雅维阿	쿠야비아	by rule
Kuyc	クイク	库伊克	쿠이크	by rule
Kuzhe	クズヘ	库兹赫	쿠제	by rule
Kuòliáo	クオリアオ	库奥利阿奥	쿠오리아오	by rule
Kuòlú	クオル	库奥卢	쿠오루	by rule
Kvadsheim	クヴァドスヘイム	克瓦德斯赫伊姆	크바드세임	by rule
Kvalbein	クヴァルバイン	克瓦尔贝因	크발베인	attested on Wikidata (ja 2x, zh 0x)
Kvalnes	クヴァルネス	克瓦尔内斯	크발네스	by rule
Kvam	クヴァム	克瓦姆	크밤	by rule
Kvamløse	クヴァムロセ	克瓦姆洛塞	크밤뢰세	by rule
Kvandal	クヴァンダル	克万达尔	크반달	by rule
Kvasselbakken	クヴァセルバケン	克瓦塞尔巴肯	크바셀바켄	by rule
Kvavik	クヴァヴィク	克瓦维克	크바비크	by rule
Kveldúlfur	クヴェルドルフル	克韦尔杜尔富尔	크벨둘푸르	by rule
Kvemshagen	クヴェムスハゲン	克韦姆斯哈根	크벰사겐	by rule
Kvenland	クヴェンランド	克文兰德	크벤란드	by rule
Kverneland	クヴェルネランド	克韦尔内兰德	크베르네란드	by rule
Kvernenes	クヴェルネネス	克韦尔内内斯	크베르네네스	by rule
Kvia	クヴィア	克维阿	크비아	by rule
Kvinge	クヴィンゲ	克文盖	크비에	by rule
Kvinlaug	クヴィンラウグ	克文拉乌格	크빈라욱	by rule
Kvinne	クヴィネ	克维内	크빈네	by rule
Kvitlen	クヴィトレン	克维特伦	크비트렌	by rule
Kvåle	クヴォーレ	克沃莱	크보레	by rule
Kvålen	クヴォーレン	克沃伦	크보렌	by rule
Kvåvig	クヴォーヴィグ	克沃维格	크보빅	by rule
Kvåvik	クヴォーヴィク	克沃维克	크보비크	by rule
Kvæven	クヴェヴェン	克韦文	크배벤	by rule
Kwai	クヴァイ	克瓦伊	크우아이	by rule
KWAN	クヴァン	克万	크와느	by rule
Kwan	クワン	克万	크와느	attested on Wikidata (ja 4x, zh 0x)
KwokHo	クヴォクホ	克沃克霍	크워코	by rule
Kwon	クヴォン	克翁	크워느	by rule
Kyai	キアイ	基艾	캬이	by rule
Kydland	キドランド	基德兰德	키드란드	by rule
Kyiv	キイヴ	基伊夫	키입	by rule
Kylander	キランデル	基兰德尔	키란데르	by rule
Kylilis	キリリス	基利利斯	키리리스	by rule
Kyllberg	キルベルグ	基尔贝尔格	킬르베르그	by rule
Kylles	キレス	基莱斯	킬레스	by rule
Kyllingstad	キリングスタド	基林斯塔德	킬링스타드	by rule
Kynge	キンゲ	金盖	키에	by rule
Kyriakos	キリアコス	基里阿科斯	키리아코스	by rule
Kyrning	キルニング	基尔宁	키르닝	by rule
Kyø	キオ	基奥	키외	by rule
Käfernburg	ケフェルンブルグ	凯费尔恩布尔格	케페르느부르그	by rule
Kälug	ケルグ	凯卢格	케룩	by rule
Kärleksbarn	ケルレクスバルン	凯尔莱克斯巴尔恩	케르레크스바르느	by rule
Kärnten	ケルンテン	凯尔恩滕	케르느텐	by rule
Kåda	コーダ	科达	코다	by rule
Kåre	カレ	科雷	코레	attested on Wikidata (ja 2x, zh 0x)
Kårhus	コールフス	科尔胡斯	코르후스	by rule
Köhler	ケーラー	科莱尔	쾨흐레르	attested on Wikidata (ja 6x)
kölen	コレン	科伦	쾨렌	by rule
Köller	コレル	科莱尔	쾰레르	by rule
König	ケーニヒ	科尼格	쾨닉	attested on Wikidata (ja 4x)
Königsdotter	コニグスドッテル	科尼格斯多特	쾨닉스도테르	composed by rule: Königs + -dotter
Königsson	コニグソン	科尼格松	쾨닉손	composed by rule: König + -sson
Könönen	コノネン	科诺嫩	쾨뇌넨	by rule
Köten	コテン	科滕	쾨텐	by rule
Køneka	コネカ	科内卡	쾨네카	by rule
Külüg	キリグ	基利格	퀴뤽	by rule
l	ル	尔	르	by rule
L	L	L	르	attested on Wikidata (ja 109x, zh 16x)
L'	ル	尔	르	by rule
L'Ainé	ルアイネ	尔艾内	라이네	by rule
L'Ancien	ルアンシエン	尔安西恩	란키엔	by rule
L'Estendart	ルエステンダルト	尔埃斯滕达尔特	레스텐다르트	by rule
l'Firuz-Shapur	ルフィルズスハプル	尔菲鲁兹斯哈普尔	르피루즈사푸르	by rule
L.	ル	尔	르	by rule
la	ラ	拉	라	by rule
La	ラ	拉	라	by rule
Laaby	ロービ	洛比	라아비	by rule
Laache	ローケ	洛凯	라아체	by rule
Labhradh	ラブラド	拉布拉德	랍흐라드흐	by rule
Labi	ラビ	拉比	라비	by rule
Labraid	ラブライド	拉布拉伊德	라브라이드	by rule
Labruje	ラブルイェ	拉布鲁耶	라브루제	by rule
Lacayo	ラカヨ	拉卡约	라카요	by rule
Lacerda	ラセルダ	拉塞尔达	라케르다	by rule
Lachares	ラカレス	拉卡雷斯	라차레스	by rule
Lacon-Gunale	ラコングナレ	拉孔古纳莱	라코우나레	by rule
Ladejarl	ラデヤルル	拉德雅尔尔	라데자르르	by rule
Ladislaus	ラディスラウス	拉迪斯拉乌斯	라디스라우스	by rule
Laegaire	ラエガイレ	拉埃加伊雷	래가이레	by rule
Lafaye	ラファイェ	拉法耶	라파예	by rule
Lafayette	ラファイエット	拉法耶特	라파예테	attested on Wikidata (ja 5x, zh 0x)
Lage	ラゲ	拉盖	라게	by rule
Lagerberg	ラゲルベルグ	拉盖尔贝尔格	라게르베르그	by rule
Lagerborg	ラゲルボルグ	拉盖尔博尔格	라게르보르그	by rule
Lagercrantz	ラーゲルクランツ	拉盖尔克兰特兹	라게르크란트즈	attested on Wikidata (ja 5x)
Lagercreutz	ラゲルクレウトズ	拉盖尔克雷乌特兹	라게르크류트즈	by rule
Lagerfelt	ラゲルフェルト	拉盖尔费尔特	라게르펠트	by rule
Lagersköld	ラゲルスコルド	拉盖尔斯科尔德	라게르스쾰드	by rule
Lagesen	ラゲセン	拉盖森	라게센	composed by rule: Lage + -sen
Lagi	ラギ	拉吉	라기	by rule
Lagmann	ラグマンン	拉格曼	락만느	by rule
Lagnö	ラグノ	拉格诺	락뇌	by rule
Lago	ラゴ	拉戈	라고	by rule
Laguna	ラグナ	拉古纳	라구나	by rule
Lahngouw	ランゴウヴ	拉恩戈乌夫	라흐우우	by rule
Lai	ライ	拉伊	라이	by rule
Laidech	ライデク	拉伊德克	라이데츠	by rule
Laidley	ライドレイ	拉伊德莱伊	라이드레이	by rule
Laila	ライラ	莱拉	라이라	attested on Wikidata (ja 7x, zh 6x)
Lain	ライン	拉因	라인	by rule
Laine	ライネ	莱内	라이네	attested on Wikidata (ja 5x, zh 2x)
Lainez	ライネズ	拉伊内兹	라이네즈	by rule
Lajos	ラヨシュ	拉约斯	라조스	attested on Wikidata (ja 2x, zh 0x)
Lakech	ラケク	拉凯克	라케츠	by rule
Lakshaman	ラクスハマン	拉克斯哈曼	라크사만	by rule
Lakshmi	ラクシュミー	拉克斯米	라크스미	attested on Wikidata (ja 8x, zh 0x)
Laksmi	ラクスミ	拉克斯米	라크스미	by rule
Laland	ラランド	拉兰德	라란드	by rule
Lambert	ランバート	兰伯特	람베르트	attested on Wikidata (ja 18x, zh 5x)
Lambertus	ラムベルトス	拉姆贝尔图斯	람베르투스	by rule
Lambilichus	ラムビリクス	拉姆比利库斯	람비리추스	by rule
Lamblichus	ラムブリクス	拉姆布利库斯	람브리추스	by rule
Lambrekt	ラムブレクト	拉姆布雷克特	람브레크트	by rule
Lambrektsson	ラムブレクトソン	拉姆布雷克特松	람브레크촌	composed by rule: Lambrekt + -sson
Lambrigt	ラムブリグト	拉姆布里格特	람브릭트	by rule
Lamdoit	ラムドイト	拉姆多伊特	람도이트	by rule
Lamego	ラメゴ	拉梅戈	라메고	by rule
Lamm	ラム	拉姆	람므	by rule
Lampadius	ラムパディウス	拉姆帕迪乌斯	람파듀스	by rule
Lan	藍	蓝	란	attested on Wikidata (ja 2x, zh 2x)
Lancelot	ランスロット	兰斯洛特	란케로트	attested on Wikidata (ja 11x, zh 2x)
Landau	ランダウ	蘭道	란다우	attested on Wikidata (ja 4x, zh 4x)
Landgrave	ランドグラヴェ	兰德格拉韦	란드그라베	by rule
Landman	ランドマン	兰德曼	란드만	by rule
Landmann	ランドマンン	兰德曼	란드만느	by rule
Landri	ランドリ	兰德里	란드리	by rule
Landro	ランドロ	兰德罗	란드로	by rule
Landry	ランドリー	兰德里	란드리	attested on Wikidata (ja 4x, zh 2x)
Landsberg	ランツバーク	兰茨贝格	란드스베르그	attested on Wikidata (ja 2x, zh 2x)
Landsnes	ランドスネス	兰德斯内斯	란드스네스	by rule
Landtind	ランドティンド	兰德廷德	란드틴드	by rule
Lane	レーン	莱恩	라네	attested on Wikidata (ja 25x, zh 6x)
Lang	ラング	朗	랑	attested on Wikidata (ja 21x, zh 5x)
langbrók	ラングブロク	兰布罗克	랑브로크	by rule
Lange	ランゲ	兰格	라에	attested on Wikidata (ja 12x, zh 3x)
Langekil	ランゲキル	兰盖基尔	라에킬	by rule
Langeløkke	ランゲロケ	兰盖洛凯	라에뢰케	by rule
Langgar	ラングガル	兰加尔	라아르	by rule
Langhus	ラングフス	兰胡斯	랑후스	by rule
Langlo	ラングロ	兰洛	랑로	by rule
Langlée	ラングレエ	兰莱埃	랑레에	by rule
Langmark	ラングマルク	兰马尔克	랑마르크	by rule
Langres	ラングレス	兰雷斯	랑레스	by rule
Langsbakken	ラングスバケン	兰斯巴肯	랑스바켄	by rule
